Player number,Player name,Session name,Type,Phase name,Duration,Start time,End time,HR min [bpm],HR avg [bpm],HR max [bpm],HR min [%],HR avg [%],HR max [%],Time in HR zone 1 (50 - 59 %),Time in HR zone 2 (60 - 69 %),Time in HR zone 3 (70 - 79 %),Time in HR zone 4 (80 - 89 %),Time in HR zone 5 (90 - 100 %),Total distance [m],Distance / min [m/min],Maximum speed [km/h],Average speed [km/h],Sprints,Distance in Speed zone 1 [m] (3.00 - 8.99 km/h),Distance in Speed zone 2 [m] (9.00 - 13.99 km/h),Distance in Speed zone 3 [m] (14.00 - 18.99 km/h),Distance in Speed zone 4 [m] (19.00 - 24.99 km/h),Distance in Speed zone 5 [m] (25.00- km/h),Number of accelerations (-50.00 - -3.00 m/s²),Number of accelerations (-2.99 - -2.00 m/s²),Number of accelerations (-1.99 - -1.00 m/s²),Number of accelerations (-0.99 - -0.50 m/s²),Number of accelerations (0.50 - 0.99 m/s²),Number of accelerations (1.00 - 1.99 m/s²),Number of accelerations (2.00 - 2.99 m/s²),Number of accelerations (3.00 - 50.00 m/s²),Calories [kcal],Training load score,Cardio load,Recovery time [h],Time in power zone 1 (70 - 84 %),Time in power zone 2 (85 - 99 %),Time in power zone 3 (100 - 129 %),Time in power zone 4 (130 - 179 %),Time in power zone 5 (180 - 800 %),Muscle load in power zone 1 (70 - 84 %),Muscle load in power zone 2 (85 - 99 %),Muscle load in power zone 3 (100 - 129 %),Muscle load in power zone 4 (130 - 179 %),Muscle load in power zone 5 (180 - 800 %),Muscle load,Min RR interval,Max RR interval,Avg RR interval,HRV (RMSSD)
24,Sifiso Mazibuko,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,60,111,190,30,56,96,00:22:38,00:25:21,00:07:43,00:02:11,00:00:07,5291,60,28.3,3.8,23,2866,1238,431,184,37,15,56,187,362,264,182,68,20,534,54,55,3.7,00:02:19,00:01:27,00:01:36,00:01:16,00:00:51,40,30,41,43,52,554,250,3298,551,18
22,Camagu Mdevulana,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,67,124,170,34,64,87,00:20:30,00:27:31,00:18:36,00:08:21,00:00:00,5823,66,25.4,4.1,26,2833,1503,793,197,2,26,67,209,427,315,207,107,14,727,105,81,6.3,00:02:22,00:01:30,00:02:01,00:01:36,00:00:57,43,32,54,57,51,584,250,2744,485,13
17,Tebogo Mohlamonyane,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,90,122,217,47,64,113,00:42:36,00:17:56,00:16:21,00:07:24,00:00:49,3601,41,18.1,2.6,0,1998,793,138,0,0,1,23,195,468,373,153,38,4,646,95,81,6.2,00:01:32,00:00:56,00:00:52,00:00:29,00:00:11,24,17,20,15,8,332,250,3495,502,10
6,Frank Mpedi,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,60,134,208,32,72,111,00:13:26,00:14:36,00:26:55,00:20:31,00:06:42,6691,75,28.0,4.7,14,3623,1972,515,83,11,14,103,350,430,357,308,128,24,797,173,127,12.8,00:02:58,00:01:44,00:02:02,00:01:27,00:00:53,45,32,46,43,42,572,250,2085,465,10
2,Sibonga Mqwaba,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,62,134,187,31,68,95,00:11:50,00:25:32,00:17:26,00:12:50,00:07:27,6131,69,25.1,4.4,21,3164,1783,633,128,2,15,66,264,417,270,190,112,32,883,142,110,11.6,00:02:46,00:01:50,00:01:48,00:01:19,00:00:56,53,42,51,49,59,659,250,3403,459,16
29,Sibusiso Mthethwa,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,68,141,181,37,76,98,00:10:24,00:09:01,00:11:27,00:24:43,00:23:03,6467,73,27.3,4.7,27,3688,1607,549,171,18,19,89,293,483,413,304,90,18,1121,192,166,36.6,00:03:12,00:02:10,00:02:28,00:01:28,00:01:14,62,50,70,56,82,801,251,1750,430,10
13,Sidney Mtshweni,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,49,123,179,26,64,93,00:10:45,00:23:43,00:20:01,00:13:01,00:02:02,5987,67,27.5,4.3,15,3304,1481,549,101,32,18,77,263,379,280,242,111,24,672,118,93,7.6,00:02:32,00:01:36,00:01:52,00:01:28,00:00:57,40,30,44,46,47,552,250,2170,488,27
67,Samukelo Ngodela,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,23,144,194,12,72,97,00:15:12,00:19:12,00:15:06,00:21:33,00:10:43,5502,62,26.0,3.9,27,2547,1412,780,290,13,12,74,189,386,259,176,86,20,781,161,132,12.4,00:02:23,00:01:32,00:02:05,00:01:51,00:01:10,36,28,46,55,55,489,250,3469,426,21
40,Bongumusa Nkosi,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,68,136,185,35,70,95,00:18:14,00:17:59,00:21:50,00:21:31,00:03:15,5695,64,27.2,4.0,49,2620,1264,738,520,40,31,70,212,317,264,191,57,34,916,143,117,13.8,00:02:33,00:01:36,00:01:44,00:01:39,00:01:50,47,35,47,61,114,650,250,3224,454,14
37,Ntando Nkosi,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,38,128,239,19,64,120,00:15:15,00:21:09,00:14:31,00:03:13,00:02:00,5288,60,28.7,3.8,29,2873,1054,506,246,30,29,60,172,391,313,194,61,27,570,120,100,3.0,00:01:45,00:01:12,00:01:17,00:01:04,00:00:59,30,25,33,37,58,526,250,3495,555,31
38,Thabo Nkwana,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,61,126,179,31,63,90,00:19:20,00:19:18,00:22:32,00:09:22,00:00:00,5533,62,30.7,4.0,26,2911,1321,561,193,35,20,60,255,347,313,187,94,28,537,70,84,6.3,00:03:17,00:02:22,00:02:41,00:02:16,00:02:46,41,35,50,56,131,602,250,3016,483,17
1,Akhanyile Norawana,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,79,152,193,40,76,97,00:08:31,00:14:22,00:22:14,00:26:12,00:14:44,6267,71,30.2,4.5,39,3185,1533,702,314,37,28,68,260,416,297,219,98,41,970,207,160,24.3,00:02:33,00:01:41,00:01:58,00:01:36,00:01:23,42,33,48,51,81,615,250,1527,397,12
32,Prince Nxumalo,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,32,115,232,16,59,120,00:16:32,00:14:56,00:24:35,00:01:09,00:00:36,3980,45,26.4,2.9,7,2378,795,258,51,12,4,26,191,359,267,192,40,9,624,79,69,4.8,00:01:33,00:00:54,00:01:03,00:00:39,00:00:26,28,20,28,23,25,424,250,3435,547,25
23,Kamohelo Pheeane,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,74,129,234,38,66,121,00:22:03,00:24:07,00:16:15,00:17:55,00:00:22,4995,56,26.3,3.6,21,2867,1189,376,183,16,22,55,235,394,335,227,70,21,953,126,97,9.1,00:02:00,00:01:14,00:01:14,00:00:53,00:00:51,43,32,39,37,61,618,250,3476,483,12
15,Luvuyo Phewa,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,87,143,188,45,74,97,00:09:39,00:18:51,00:30:12,00:21:36,00:05:19,6182,70,27.3,4.4,18,3096,1613,668,153,4,20,59,240,385,268,223,97,18,922,183,133,15.7,00:02:24,00:01:40,00:01:58,00:01:20,00:00:50,41,34,50,44,43,575,251,3150,434,8
35,Matome Rangata,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,42,147,211,21,74,107,00:05:36,00:18:56,00:29:10,00:25:01,00:06:10,5729,65,28.3,4.1,27,2816,1472,609,235,47,25,62,247,391,268,227,94,30,947,198,140,13.8,00:02:10,00:01:21,00:01:32,00:01:10,00:01:00,37,28,39,40,59,533,250,3320,458,24
48,Lesego Sebetlela,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,24,90,221,12,45,111,00:12:35,00:06:21,00:03:15,00:02:44,00:00:51,5593,63,27.2,3.9,12,3105,1445,417,100,15,15,79,225,434,336,230,89,13,318,11,34,1.3,00:04:07,00:02:36,00:02:51,00:01:59,00:01:44,56,42,57,53,78,584,250,3491,751,172
3,Vusi Sibiya,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,58,131,223,31,69,118,00:10:16,00:14:45,00:27:10,00:14:01,00:02:54,5772,65,27.0,4.2,17,3110,1544,508,117,25,20,84,275,365,317,224,122,20,928,144,116,8.0,00:02:34,00:01:43,00:01:52,00:01:23,00:01:01,53,42,56,56,68,710,250,3475,541,31
43,Aphelele Teto,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,68,120,187,34,60,94,00:24:45,00:24:14,00:14:28,00:02:53,00:01:11,5736,65,26.7,4.1,24,2935,1441,544,182,15,15,47,228,374,276,211,76,16,496,57,69,5.0,00:03:40,00:02:35,00:02:52,00:02:05,00:02:03,47,40,55,53,94,582,250,3138,504,17
31,Thulani Zandamela,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,44,134,237,22,68,120,00:09:10,00:14:27,00:18:52,00:18:20,00:04:54,6423,72,28.5,4.6,35,3386,1620,729,255,42,31,72,263,435,318,226,109,34,786,159,123,11.5,00:02:27,00:01:31,00:01:50,00:01:23,00:01:16,43,32,48,48,75,629,250,3490,518,42
