Player number,Player name,Session name,Type,Phase name,Duration,Start time,End time,HR min [bpm],HR avg [bpm],HR max [bpm],HR min [%],HR avg [%],HR max [%],Time in HR zone 1 (50 - 59 %),Time in HR zone 2 (60 - 69 %),Time in HR zone 3 (70 - 79 %),Time in HR zone 4 (80 - 89 %),Time in HR zone 5 (90 - 100 %),Total distance [m],Distance / min [m/min],Maximum speed [km/h],Average speed [km/h],Sprints,Distance in Speed zone 1 [m] (3.00 - 8.99 km/h),Distance in Speed zone 2 [m] (9.00 - 13.99 km/h),Distance in Speed zone 3 [m] (14.00 - 18.99 km/h),Distance in Speed zone 4 [m] (19.00 - 24.99 km/h),Distance in Speed zone 5 [m] (25.00- km/h),Number of accelerations (-50.00 - -3.00 m/s²),Number of accelerations (-2.99 - -2.00 m/s²),Number of accelerations (-1.99 - -1.00 m/s²),Number of accelerations (-0.99 - -0.50 m/s²),Number of accelerations (0.50 - 0.99 m/s²),Number of accelerations (1.00 - 1.99 m/s²),Number of accelerations (2.00 - 2.99 m/s²),Number of accelerations (3.00 - 50.00 m/s²),Calories [kcal],Training load score,Cardio load,Recovery time [h],Time in power zone 1 (70 - 84 %),Time in power zone 2 (85 - 99 %),Time in power zone 3 (100 - 129 %),Time in power zone 4 (130 - 179 %),Time in power zone 5 (180 - 800 %),Muscle load in power zone 1 (70 - 84 %),Muscle load in power zone 2 (85 - 99 %),Muscle load in power zone 3 (100 - 129 %),Muscle load in power zone 4 (130 - 179 %),Muscle load in power zone 5 (180 - 800 %),Muscle load,Min RR interval,Max RR interval,Avg RR interval,HRV (RMSSD)
2,Sibonga Mqwaba,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,58,128,186,29,65,94,00:28:27,00:30:36,00:23:14,00:23:07,00:02:53,7178,55,33.7,3.4,26,4040,1456,573,236,142,21,74,292,628,531,253,77,27,1207,176,142,17.1,00:02:39,00:01:33,00:01:45,00:01:11,00:01:04,51,35,49,45,72,765,251,1637,470,18
29,Sibusiso Mthethwa,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,49,121,170,26,65,92,00:25:03,00:29:58,00:29:37,00:24:34,00:00:36,8537,65,30.7,4.2,21,4959,1939,626,195,36,15,82,375,687,624,357,83,18,1234,157,139,17.4,00:03:51,00:02:41,00:02:50,00:01:32,00:01:17,74,62,80,58,81,1035,250,2882,500,11
13,Sidney Mtshweni,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,63,112,183,33,58,95,00:22:30,00:17:00,00:18:08,00:13:37,00:03:32,5691,43,28.8,2.7,26,2940,1175,616,271,68,31,63,235,434,322,238,70,19,773,115,105,8.2,00:02:17,00:01:17,00:01:49,00:01:24,00:01:02,36,24,43,44,53,524,251,1944,539,22
40,Bongumusa Nkosi,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,,0,0,,0,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0,0,0,0,0,0,-1,-1,0,0
37,Ntando Nkosi,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,19,143,230,10,72,116,00:10:11,00:13:51,00:17:03,00:14:03,00:12:06,7200,55,30.4,3.5,29,3723,1687,634,270,101,22,96,314,708,614,304,96,30,884,242,208,4.3,00:02:54,00:01:51,00:02:06,00:01:21,00:01:09,51,39,54,46,68,720,250,3495,575,128
38,Thabo Nkwana,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,49,113,216,25,56,108,00:28:46,00:27:16,00:20:18,00:04:56,00:01:11,6730,51,29.7,3.3,43,3517,1469,707,383,72,28,52,275,513,432,220,84,27,659,63,93,7.1,00:04:16,00:03:20,00:03:55,00:02:29,00:03:06,54,50,73,62,154,738,250,3276,571,36
1,Akhanyile Norawana,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,77,119,194,39,60,97,00:41:46,00:12:46,00:12:23,00:15:24,00:04:02,5294,40,19.0,2.6,1,1488,2167,1238,1,0,0,7,105,253,180,55,29,2,824,114,107,10.1,00:03:24,00:02:37,00:02:41,00:00:13,00:00:01,54,53,62,7,1,443,255,2591,508,19
23,Kamohelo Pheeane,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,36,116,226,19,60,116,00:45:46,00:16:22,00:08:26,00:05:00,00:03:05,4552,35,24.2,3.0,18,2876,767,252,112,0,16,50,234,414,385,198,54,12,844,88,84,5.0,00:01:25,00:00:50,00:00:54,00:00:41,00:00:34,30,21,28,29,38,561,250,3442,604,29
15,Luvuyo Phewa,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,90,134,195,46,69,101,00:49:41,00:25:02,00:18:24,00:16:24,00:19:46,6650,51,31.4,3.2,24,3308,1503,582,209,96,20,52,200,459,320,205,75,12,1240,229,179,38.2,00:02:26,00:01:27,00:01:45,00:00:58,00:00:48,41,29,44,32,47,614,251,2118,457,14
35,Matome Rangata,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,81,135,221,41,68,112,00:49:35,00:19:58,00:22:31,00:19:32,00:14:11,5234,40,32.5,2.5,14,2996,1297,306,97,46,16,65,273,354,336,243,54,28,1188,219,170,22.9,00:02:08,00:01:09,00:01:05,00:00:38,00:00:35,37,24,27,21,36,482,250,3440,467,10
48,Lesego Sebetlela,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,69,120,187,35,60,94,00:34:36,00:31:03,00:22:53,00:09:20,00:01:01,7184,55,34.2,3.5,26,4013,1418,541,261,193,24,49,315,619,558,282,62,13,788,91,109,8.5,00:04:20,00:03:03,00:03:02,00:02:07,00:02:17,59,50,61,56,113,755,251,2192,503,17
3,Vusi Sibiya,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,65,95,164,34,50,87,00:10:08,00:11:24,00:12:50,00:09:33,00:00:00,4644,35,17.8,2.3,0,1540,2633,167,0,0,0,11,116,198,158,107,5,1,692,61,65,4.0,00:06:12,00:01:09,00:00:22,00:00:04,00:00:00,125,28,11,2,0,522,252,1837,629,18
31,Thulani Zandamela,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,38,105,235,19,53,119,00:26:44,00:20:53,00:12:47,00:06:12,00:01:51,6876,52,30.8,3.3,35,3574,1317,704,403,99,27,88,240,552,436,224,92,32,709,99,89,5.7,00:02:14,00:01:28,00:01:39,00:01:16,00:01:21,39,31,42,44,80,658,250,3490,626,62
